feature_names	SUPER_PATHWAY	SUB_PATHWAY	COMP_ID	PLATFORM	KEGG	HMDB
compid_306	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	306	LC/MS Neg	C06429	HMDB306
compid_307	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	307	LC/MS Pos Late	NA	NA
compid_308	Lipid	Fatty Acid Metabolism (Acyl Choline)	308	LC/MS Pos Late	NA	NA
compid_309	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	309	LC/MS Neg	C16513	HMDB309
compid_310	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	310	LC/MS Neg	C16513	HMDB310
compid_311	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	311	LC/MS Pos Late	NA	NA
compid_312	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	312	LC/MS Neg	C16534	HMDB312
compid_313	Lipid	Fatty Acid, Dicarboxylate	313	LC/MS Neg	NA	NA
compid_314	Lipid	Fatty Acid, Dicarboxylate	314	LC/MS Neg	C02678	HMDB314
compid_315	Lipid	Fatty Acid, Dicarboxylate	315	LC/MS Neg	NA	NA
compid_316	Amino Acid	Tyrosine Metabolism	316	LC/MS Neg	C13690	HMDB316
compid_317	Lipid	Fatty Acid, Dicarboxylate	317	LC/MS Neg	NA	NA
compid_318	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	318	LC/MS Neg	C06428	HMDB318
compid_319	Lipid	Fatty Acid Metabolism (Acyl Choline)	319	LC/MS Pos Late	NA	NA
compid_320	Lipid	Long Chain Fatty Acid	320	LC/MS Neg	C16526	HMDB320
compid_321	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	321	LC/MS Pos Late	NA	NA
compid_322	Lipid	Androgenic Steroids	322	LC/MS Neg	NA	NA
compid_323	Lipid	Long Chain Fatty Acid	323	LC/MS Neg	C08316	HMDB323
compid_324	Carbohydrate	Aminosugar Metabolism	324	LC/MS Polar	NA	HMDB324
compid_325	Amino Acid	Leucine, Isoleucine and Valine Metabolism	325	LC/MS Polar	NA	HMDB325
compid_326	Lipid	Androgenic Steroids	326	LC/MS Neg	NA	HMDB326
compid_327	Peptide	Fibrinogen Cleavage Peptide	327	LC/MS Neg	NA	NA
compid_328	Amino Acid	Histidine Metabolism	328	LC/MS Pos Early	C00439	HMDB328
compid_329	Carbohydrate	Fructose, Mannose and Galactose Metabolism	329	LC/MS Polar	C00095	HMDB329
compid_330	Energy	TCA Cycle	330	LC/MS Polar	C00122	HMDB330
compid_331	Cofactors and Vitamins	Tocopherol Metabolism	331	LC/MS Neg	NA	HMDB331
compid_332	Cofactors and Vitamins	Tocopherol Metabolism	332	LC/MS Neg	NA	NA
compid_333	Peptide	Gamma-glutamyl Amino Acid	333	LC/MS Pos Early	NA	NA
compid_334	Peptide	Gamma-glutamyl Amino Acid	334	LC/MS Pos Early	NA	HMDB334
compid_335	Peptide	Gamma-glutamyl Amino Acid	335	LC/MS Pos Early	NA	NA
compid_336	Peptide	Gamma-glutamyl Amino Acid	336	LC/MS Pos Early	C05282	HMDB336
compid_337	Peptide	Gamma-glutamyl Amino Acid	337	LC/MS Pos Early	C05283	HMDB337
compid_338	Peptide	Gamma-glutamyl Amino Acid	338	LC/MS Pos Early	NA	HMDB338
compid_339	Peptide	Gamma-glutamyl Amino Acid	339	LC/MS Pos Early	NA	NA
compid_340	Peptide	Gamma-glutamyl Amino Acid	340	LC/MS Pos Early	NA	HMDB340
compid_341	Peptide	Gamma-glutamyl Amino Acid	341	LC/MS Pos Early	NA	HMDB341
compid_342	Peptide	Gamma-glutamyl Amino Acid	342	LC/MS Pos Early	NA	HMDB342
compid_343	Peptide	Gamma-glutamyl Amino Acid	343	LC/MS Pos Early	NA	HMDB343
compid_344	Peptide	Gamma-glutamyl Amino Acid	344	LC/MS Pos Early	NA	NA
compid_345	Peptide	Gamma-glutamyl Amino Acid	345	LC/MS Pos Early	NA	HMDB345
compid_346	Peptide	Gamma-glutamyl Amino Acid	346	LC/MS Neg	NA	HMDB346
compid_347	Peptide	Gamma-glutamyl Amino Acid	347	LC/MS Neg	NA	HMDB347
compid_348	Peptide	Gamma-glutamyl Amino Acid	348	LC/MS Pos Early	NA	HMDB348
compid_349	Cofactors and Vitamins	Tocopherol Metabolism	349	LC/MS Pos Late	NA	NA
compid_350	Amino Acid	Tyrosine Metabolism	350	LC/MS Polar	C00628	HMDB350
compid_351	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	351	LC/MS Polar	C00031	HMDB351
compid_352	Carbohydrate	Aminosugar Metabolism	352	LC/MS Neg	C00191	HMDB352
compid_353	Amino Acid	Glutamate Metabolism	353	LC/MS Pos Early	C00025	HMDB353
compid_354	Amino Acid	Glutamate Metabolism	354	LC/MS Pos Early	C00064	HMDB354
compid_355	Lipid	Fatty Acid, Dicarboxylate	355	LC/MS Polar	C00489	HMDB355
compid_356	Amino Acid	Lysine Metabolism	356	LC/MS Pos Early	NA	HMDB356
compid_357	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	357	LC/MS Polar	C00258	HMDB357
compid_358	Lipid	Glycerolipid Metabolism	358	LC/MS Neg	C00116	HMDB358
compid_359	Lipid	Glycerolipid Metabolism	359	LC/MS Pos Early	C00093	HMDB359
compid_360	Lipid	Phospholipid Metabolism	360	LC/MS Pos Early	C01233	HMDB360
compid_361	Lipid	Phospholipid Metabolism	361	LC/MS Pos Early	C00670	HMDB361
compid_362	Amino Acid	Glycine, Serine and Threonine Metabolism	362	LC/MS Pos Early	C00037	HMDB362
compid_363	Partially Characterized Molecules	Partially Characterized Molecules	363	LC/MS Neg	NA	NA
compid_364	Lipid	Primary Bile Acid Metabolism	364	LC/MS Neg	NA	NA
compid_365	Lipid	Primary Bile Acid Metabolism	365	LC/MS Neg	C05466	HMDB365
compid_366	Lipid	Primary Bile Acid Metabolism	366	LC/MS Neg	NA	NA
compid_367	Lipid	Primary Bile Acid Metabolism	367	LC/MS Neg	NA	NA
compid_368	Lipid	Primary Bile Acid Metabolism	368	LC/MS Neg	C01921	HMDB368
compid_369	Lipid	Secondary Bile Acid Metabolism	369	LC/MS Neg	NA	NA
compid_370	Lipid	Secondary Bile Acid Metabolism	370	LC/MS Neg	C05464	HMDB370
compid_371	Lipid	Secondary Bile Acid Metabolism	371	LC/MS Neg	NA	NA
compid_372	Lipid	Secondary Bile Acid Metabolism	372	LC/MS Neg	NA	NA
compid_373	Lipid	Secondary Bile Acid Metabolism	373	LC/MS Neg	C11301	HMDB373
compid_374	Lipid	Ceramides	374	LC/MS Pos Late	NA	NA
compid_375	Lipid	Ceramides	375	LC/MS Pos Late	NA	NA
compid_376	Lipid	Ceramides	376	LC/MS Pos Late	NA	NA
compid_377	Lipid	Ceramides	377	LC/MS Pos Late	NA	NA
compid_378	Lipid	Ceramides	378	LC/MS Pos Late	NA	NA
compid_379	Lipid	Ceramides	379	LC/MS Pos Late	NA	NA
compid_380	Lipid	Ceramides	380	LC/MS Pos Late	NA	NA
compid_381	Lipid	Ceramides	381	LC/MS Pos Late	NA	NA
compid_382	Lipid	Secondary Bile Acid Metabolism	382	LC/MS Neg	NA	HMDB382
compid_383	Peptide	Dipeptide	383	LC/MS Pos Early	NA	HMDB383
compid_384	Amino Acid	Creatine Metabolism	384	LC/MS Polar	C00581	HMDB384
compid_385	Nucleotide	Purine Metabolism, Guanine containing	385	LC/MS Pos Early	C00387	HMDB385
compid_386	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	386	LC/MS Neg	NA	NA
compid_387	Lipid	Medium Chain Fatty Acid	387	LC/MS Neg	C17714	HMDB387
compid_388	Lipid	Fatty Acid, Dicarboxylate	388	LC/MS Polar	NA	NA
compid_389	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	389	LC/MS Neg	NA	HMDB389
compid_390	Lipid	Fatty Acid, Dicarboxylate	390	LC/MS Neg	C19615	HMDB390
compid_391	Lipid	Sphingolipid Metabolism	391	LC/MS Pos Late	NA	NA
compid_392	Lipid	Fatty Acid, Dicarboxylate	392	LC/MS Neg	NA	NA
compid_393	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	393	LC/MS Pos Early	NA	HMDB393
compid_394	Lipid	Fatty Acid Metabolism (Acyl Glutamine)	394	LC/MS Neg	NA	NA
compid_395	Amino Acid	Histidine Metabolism	395	LC/MS Neg	C00135	HMDB395
compid_396	Peptide	Dipeptide	396	LC/MS Neg	NA	HMDB396
compid_397	Amino Acid	Urea cycle; Arginine and Proline Metabolism	397	LC/MS Pos Early	C01924	HMDB397
compid_398	Amino Acid	Urea cycle; Arginine and Proline Metabolism	398	LC/MS Polar	C02427	HMDB398
compid_399	Amino Acid	Tyrosine Metabolism	399	LC/MS Neg	C05582	HMDB399
compid_400	Peptide	Polypeptide	400	LC/MS Neg	NA	NA
compid_401	Amino Acid	Histidine Metabolism	401	LC/MS Polar	C05565	HMDB401
compid_402	Amino Acid	Alanine and Aspartate Metabolism	402	LC/MS Pos Early	C03124	HMDB402
compid_403	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	403	LC/MS Pos Early	C00519	HMDB403
compid_404	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	404	LC/MS Neg	C00262	HMDB404
compid_405	Amino Acid	Histidine Metabolism	405	LC/MS Pos Early	C05568	HMDB405
compid_406	Amino Acid	Histidine Metabolism	406	LC/MS Pos Early	NA	HMDB406
compid_407	Amino Acid	Tryptophan Metabolism	407	LC/MS Neg	C19837	HMDB407
compid_408	Amino Acid	Tryptophan Metabolism	408	LC/MS Neg	C00954	HMDB408
compid_409	Amino Acid	Tryptophan Metabolism	409	LC/MS Neg	NA	HMDB409
compid_410	Amino Acid	Tryptophan Metabolism	410	LC/MS Neg	C02043	HMDB410
compid_411	Amino Acid	Tryptophan Metabolism	411	LC/MS Neg	NA	HMDB411
compid_412	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	412	LC/MS Neg	C00294	HMDB412
compid_413	Amino Acid	Leucine, Isoleucine and Valine Metabolism	413	LC/MS Pos Early	NA	HMDB413
compid_414	Amino Acid	Leucine, Isoleucine and Valine Metabolism	414	LC/MS Neg	NA	HMDB414
compid_415	Amino Acid	Leucine, Isoleucine and Valine Metabolism	415	LC/MS Pos Early	C00407	HMDB415
compid_416	Lipid	Secondary Bile Acid Metabolism	416	LC/MS Neg	C17662	HMDB416
compid_417	Amino Acid	Leucine, Isoleucine and Valine Metabolism	417	LC/MS Neg	C08262	HMDB417
compid_418	Amino Acid	Leucine, Isoleucine and Valine Metabolism	418	LC/MS Pos Early	NA	HMDB418
compid_419	Amino Acid	Leucine, Isoleucine and Valine Metabolism	419	LC/MS Neg	NA	HMDB419
compid_420	Amino Acid	Tryptophan Metabolism	420	LC/MS Neg	C01717	HMDB420
compid_421	Amino Acid	Tryptophan Metabolism	421	LC/MS Pos Early	C00328	HMDB421
compid_422	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	422	LC/MS Polar	C00186	HMDB422
compid_423	Lipid	Sphingolipid Metabolism	423	LC/MS Pos Late	NA	NA
compid_424	Lipid	Ceramides	424	LC/MS Pos Late	NA	NA
compid_425	Lipid	Ceramides	425	LC/MS Pos Late	NA	NA
compid_426	Lipid	Medium Chain Fatty Acid	426	LC/MS Neg	C02679	HMDB426
compid_427	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	427	LC/MS Pos Late	NA	HMDB427
compid_428	Amino Acid	Leucine, Isoleucine and Valine Metabolism	428	LC/MS Pos Early	C00123	HMDB428
compid_429	Peptide	Dipeptide	429	LC/MS Pos Early	NA	HMDB429
compid_430	Peptide	Dipeptide	430	LC/MS Pos Early	NA	HMDB430
compid_431	Lipid	Sphingolipid Metabolism	431	LC/MS Pos Late	NA	NA
compid_432	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	432	LC/MS Pos Late	NA	NA
compid_433	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	433	LC/MS Neg	C01595	HMDB433
compid_434	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	434	LC/MS Neg	C06426	HMDB434
compid_435	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	435	LC/MS Pos Late	NA	NA
compid_436	Lipid	Endocannabinoid	436	LC/MS Neg	NA	HMDB436
compid_437	Lipid	Diacylglycerol	437	LC/MS Pos Late	NA	HMDB437
compid_438	Lipid	Diacylglycerol	438	LC/MS Pos Late	NA	HMDB438
compid_439	Lipid	Diacylglycerol	439	LC/MS Pos Late	NA	HMDB439
compid_440	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	440	LC/MS Pos Late	NA	HMDB440
compid_441	Lipid	Fatty Acid Metabolism (Acyl Choline)	441	LC/MS Pos Late	NA	NA
compid_442	Amino Acid	Lysine Metabolism	442	LC/MS Pos Early	C00047	HMDB442
compid_443	Energy	TCA Cycle	443	LC/MS Neg	C00149	HMDB443
compid_444	Lipid	Fatty Acid, Dicarboxylate	444	LC/MS Polar	C01384	HMDB444
compid_445	Lipid	Fatty Acid Synthesis	445	LC/MS Pos Early	NA	HMDB445
compid_446	Carbohydrate	Fructose, Mannose and Galactose Metabolism	446	LC/MS Polar	C00794	HMDB446
compid_447	Carbohydrate	Fructose, Mannose and Galactose Metabolism	447	LC/MS Polar	C00159	HMDB447
compid_448	Lipid	Long Chain Fatty Acid	448	LC/MS Neg	NA	HMDB448
compid_449	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	449	LC/MS Pos Late	NA	HMDB449
compid_450	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	450	LC/MS Pos Early	C00073	HMDB450
compid_451	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	451	LC/MS Pos Early	NA	NA
compid_452	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	452	LC/MS Pos Early	C02989	HMDB452
compid_453	Nucleotide	Purine and Pyrimidine Metabolism	453	LC/MS Pos Early	NA	HMDB453
compid_454	Amino Acid	Leucine, Isoleucine and Valine Metabolism	454	LC/MS Polar	NA	HMDB454
compid_455	Lipid	Inositol Metabolism	455	LC/MS Polar	C00137	HMDB455
compid_456	Lipid	Long Chain Fatty Acid	456	LC/MS Neg	C06424	HMDB456
compid_457	Lipid	Long Chain Fatty Acid	457	LC/MS Neg	C08322	HMDB457
compid_458	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	458	LC/MS Pos Late	NA	NA
compid_459	Lipid	Sphingolipid Metabolism	459	LC/MS Pos Late	NA	HMDB459
compid_460	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	460	LC/MS Pos Late	NA	HMDB460
compid_461	Amino Acid	Histidine Metabolism	461	LC/MS Pos Early	NA	NA
compid_462	Lipid	Fatty Acid, Amino	462	LC/MS Neg	NA	HMDB462
compid_463	Amino Acid	Histidine Metabolism	463	LC/MS Pos Early	NA	NA
compid_464	Nucleotide	Pyrimidine Metabolism, Uracil containing	464	LC/MS Neg	C01073	NA
compid_465	Amino Acid	Polyamine Metabolism	465	LC/MS Pos Early	NA	NA
compid_466	Amino Acid	Alanine and Aspartate Metabolism	466	LC/MS Polar	C02847	HMDB466
compid_467	Amino Acid	Urea cycle; Arginine and Proline Metabolism	467	LC/MS Pos Early	C02562	HMDB467
compid_468	Amino Acid	Alanine and Aspartate Metabolism	468	LC/MS Pos Early	NA	HMDB468
compid_469	Amino Acid	Alanine and Aspartate Metabolism	469	LC/MS Polar	C01042	HMDB469
compid_470	Amino Acid	Histidine Metabolism	470	LC/MS Neg	NA	HMDB470
compid_471	Amino Acid	Urea cycle; Arginine and Proline Metabolism	471	LC/MS Neg	C15532	HMDB471
compid_472	Carbohydrate	Aminosugar Metabolism	472	LC/MS Pos Early	NA	HMDB472
compid_473	Amino Acid	Glutamate Metabolism	473	LC/MS Pos Early	C00624	HMDB473
compid_474	Amino Acid	Glutamate Metabolism	474	LC/MS Polar	C02716	HMDB474
compid_475	Amino Acid	Glycine, Serine and Threonine Metabolism	475	LC/MS Pos Early	NA	HMDB475
compid_476	Amino Acid	Histidine Metabolism	476	LC/MS Polar	C02997	HMDB476
compid_477	Amino Acid	Leucine, Isoleucine and Valine Metabolism	477	LC/MS Neg	NA	HMDB477
compid_478	Amino Acid	Leucine, Isoleucine and Valine Metabolism	478	LC/MS Neg	C02710	HMDB478
compid_479	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	479	LC/MS Neg	C02712	HMDB479
compid_480	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	480	LC/MS Pos Early	NA	NA
compid_481	Carbohydrate	Aminosugar Metabolism	481	LC/MS Pos Early	C00270	HMDB481
compid_482	Amino Acid	Phenylalanine Metabolism	482	LC/MS Neg	C03519	HMDB482
compid_483	Amino Acid	Urea cycle; Arginine and Proline Metabolism	483	LC/MS Pos Early	NA	NA
compid_484	Amino Acid	Polyamine Metabolism	484	LC/MS Pos Early	C02714	HMDB484
compid_485	Amino Acid	Glycine, Serine and Threonine Metabolism	485	LC/MS Polar	NA	HMDB485
compid_486	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	486	LC/MS Neg	NA	NA
compid_487	Amino Acid	Glycine, Serine and Threonine Metabolism	487	LC/MS Neg	NA	NA
compid_488	Amino Acid	Tryptophan Metabolism	488	LC/MS Neg	C03137	HMDB488
compid_489	Amino Acid	Tyrosine Metabolism	489	LC/MS Neg	NA	HMDB489
compid_490	Amino Acid	Leucine, Isoleucine and Valine Metabolism	490	LC/MS Neg	NA	HMDB490
compid_491	Amino Acid	Urea cycle; Arginine and Proline Metabolism	491	LC/MS Pos Early	C00437	HMDB491
compid_492	Lipid	Sphingolipid Metabolism	492	LC/MS Pos Late	NA	NA
compid_493	Amino Acid	Alanine and Aspartate Metabolism	493	LC/MS Pos Early	NA	NA
compid_494	Amino Acid	Urea cycle; Arginine and Proline Metabolism	494	LC/MS Neg	NA	NA
compid_495	Amino Acid	Tryptophan Metabolism	495	LC/MS Neg	C05653	HMDB495
compid_496	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	496	LC/MS Neg	C03145	HMDB496
compid_497	Amino Acid	Tyrosine Metabolism	497	LC/MS Neg	NA	NA
compid_498	Lipid	Fatty Acid, Amide	498	LC/MS Neg	NA	NA
compid_499	Amino Acid	Urea cycle; Arginine and Proline Metabolism	499	LC/MS Pos Early	NA	NA
compid_500	Amino Acid	Urea cycle; Arginine and Proline Metabolism	500	LC/MS Pos Early	NA	NA
compid_501	Lipid	Endocannabinoid	501	LC/MS Neg	NA	NA
compid_502	Lipid	Endocannabinoid	502	LC/MS Neg	NA	NA
compid_503	Lipid	Sphingolipid Metabolism	503	LC/MS Pos Late	NA	NA
compid_504	Lipid	Sphingolipid Metabolism	504	LC/MS Pos Late	NA	NA
compid_505	Lipid	Sphingolipid Metabolism	505	LC/MS Pos Late	NA	HMDB505
compid_506	Lipid	Ceramides	506	LC/MS Pos Late	NA	HMDB506
compid_507	Lipid	Fatty Acid Metabolism(Acyl Glycine)	507	LC/MS Neg	NA	HMDB507
compid_508	Lipid	Endocannabinoid	508	LC/MS Neg	NA	NA
compid_509	Lipid	Ceramides	509	LC/MS Pos Late	NA	NA
compid_510	Lipid	Sphingolipid Metabolism	510	LC/MS Pos Late	NA	NA
compid_511	Lipid	Ceramides	511	LC/MS Pos Late	NA	HMDB511
compid_512	Lipid	Endocannabinoid	512	LC/MS Neg	NA	NA
compid_513	Lipid	Endocannabinoid	513	LC/MS Neg	NA	NA
compid_514	Amino Acid	Lysine Metabolism	514	LC/MS Pos Early	NA	NA
compid_515	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	515	LC/MS Neg	C05842	HMDB515
compid_516	Nucleotide	Purine Metabolism, Adenine containing	516	LC/MS Pos Early	C02494	HMDB516
compid_517	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	517	LC/MS Pos Early	NA	HMDB517
compid_518	Nucleotide	Purine Metabolism, Guanine containing	518	LC/MS Pos Early	NA	HMDB518
compid_519	Amino Acid	Urea cycle; Arginine and Proline Metabolism	519	LC/MS Neg	NA	NA
compid_520	Amino Acid	Lysine Metabolism	520	LC/MS Polar	C12989	HMDB520
compid_521	Nucleotide	Pyrimidine Metabolism, Cytidine containing	521	LC/MS Pos Early	NA	HMDB521
compid_522	Amino Acid	Lysine Metabolism	522	LC/MS Pos Early	C03793	HMDB522
compid_523	Amino Acid	Lysine Metabolism	523	LC/MS Neg	C02727	HMDB523
compid_524	Nucleotide	Purine Metabolism, Adenine containing	524	LC/MS Neg	NA	HMDB524
compid_525	Nucleotide	Purine Metabolism, Adenine containing	525	LC/MS Pos Early	NA	HMDB525
compid_526	Nucleotide	Purine Metabolism, Adenine containing	526	LC/MS Neg	NA	HMDB526
compid_527	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	527	LC/MS Pos Early	C00153	HMDB527
compid_528	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	528	LC/MS Pos Early	C03150	HMDB528
compid_529	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	529	LC/MS Neg	NA	HMDB529
compid_530	Lipid	Long Chain Fatty Acid	530	LC/MS Neg	C16535	HMDB530
compid_531	Lipid	Fatty Acid, Dicarboxylate	531	LC/MS Neg	NA	NA
compid_532	Lipid	Fatty Acid, Dicarboxylate	532	LC/MS Neg	NA	HMDB532
compid_533	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	533	LC/MS Pos Late	NA	NA
compid_534	Lipid	Fatty Acid, Dicarboxylate	534	LC/MS Neg	NA	NA
compid_535	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	535	LC/MS Pos Late	NA	NA
compid_536	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	536	LC/MS Pos Late	C02838	HMDB536
compid_537	Lipid	Long Chain Fatty Acid	537	LC/MS Neg	NA	NA
compid_538	Lipid	Endocannabinoid	538	LC/MS Neg	NA	HMDB538
compid_539	Lipid	Diacylglycerol	539	LC/MS Pos Late	NA	HMDB539
compid_540	Lipid	Diacylglycerol	540	LC/MS Pos Late	NA	HMDB540
compid_541	Lipid	Diacylglycerol	541	LC/MS Pos Late	NA	HMDB541
compid_542	Lipid	Diacylglycerol	542	LC/MS Pos Late	NA	HMDB542
compid_543	Lipid	Diacylglycerol	543	LC/MS Pos Late	NA	HMDB543
compid_544	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	544	LC/MS Pos Late	NA	HMDB544
compid_545	Lipid	Fatty Acid Metabolism (Acyl Choline)	545	LC/MS Pos Late	NA	NA
compid_546	Amino Acid	Urea cycle; Arginine and Proline Metabolism	546	LC/MS Pos Early	C00077	HMDB546
compid_547	Nucleotide	Pyrimidine Metabolism, Orotate containing	547	LC/MS Polar	C00295	HMDB547
compid_548	Nucleotide	Pyrimidine Metabolism, Orotate containing	548	LC/MS Polar	NA	HMDB548
compid_549	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	549	LC/MS Neg	C00209	HMDB549
compid_550	Amino Acid	Tyrosine Metabolism	550	LC/MS Neg	NA	HMDB550
compid_551	Lipid	Long Chain Fatty Acid	551	LC/MS Neg	C00249	HMDB551
compid_552	Lipid	Long Chain Fatty Acid	552	LC/MS Neg	C08362	HMDB552
compid_553	Lipid	Diacylglycerol	553	LC/MS Pos Late	NA	HMDB553
compid_554	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	554	LC/MS Pos Late	NA	NA
compid_555	Lipid	Fatty Acid Metabolism (Acyl Choline)	555	LC/MS Pos Late	NA	NA
compid_556	Lipid	Sphingolipid Metabolism	556	LC/MS Pos Late	NA	NA
compid_557	Lipid	Endocannabinoid	557	LC/MS Pos Late	C16512	HMDB557
compid_558	Lipid	Sphingolipid Metabolism	558	LC/MS Pos Late	NA	NA
compid_559	Lipid	Diacylglycerol	559	LC/MS Pos Late	NA	HMDB559
compid_560	Lipid	Diacylglycerol	560	LC/MS Pos Late	NA	HMDB560
compid_561	Lipid	Diacylglycerol	561	LC/MS Pos Late	C13861	HMDB561
compid_562	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	562	LC/MS Pos Late	C02990	HMDB562
compid_563	Lipid	Fatty Acid Metabolism (Acyl Choline)	563	LC/MS Pos Late	NA	NA
compid_564	Cofactors and Vitamins	Pantothenate and CoA Metabolism	564	LC/MS Neg	C00864	HMDB564
compid_565	Lipid	Long Chain Fatty Acid	565	LC/MS Neg	C16537	HMDB565
compid_566	Amino Acid	Tyrosine Metabolism	566	LC/MS Neg	C02180	HMDB566
compid_567	Amino Acid	Phenylalanine Metabolism	567	LC/MS Neg	C07086	HMDB567
compid_568	Peptide	Acetylated Peptides	568	LC/MS Pos Early	NA	NA
compid_569	Peptide	Acetylated Peptides	569	LC/MS Neg	NA	HMDB569
compid_570	Peptide	Acetylated Peptides	570	LC/MS Neg	C04148	HMDB570
compid_571	Amino Acid	Phenylalanine Metabolism	571	LC/MS Pos Early	C00079	HMDB571
compid_572	Peptide	Dipeptide	572	LC/MS Pos Early	NA	HMDB572
compid_573	Amino Acid	Phenylalanine Metabolism	573	LC/MS Neg	C05607	HMDB573
compid_574	Amino Acid	Phenylalanine Metabolism	574	LC/MS Neg	C00166	HMDB574
compid_575	Energy	Oxidative Phosphorylation	575	LC/MS Pos Early	C00009	HMDB575
compid_576	Amino Acid	Tryptophan Metabolism	576	LC/MS Pos Early	C10164	HMDB576
compid_577	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	577	LC/MS Pos Early	NA	NA
compid_578	Amino Acid	Lysine Metabolism	578	LC/MS Pos Early	C00408	HMDB578
compid_579	Lipid	Progestin Steroids	579	LC/MS Neg	NA	HMDB579
compid_580	Lipid	Pregnenolone Steroids	580	LC/MS Neg	NA	NA
compid_581	Lipid	Pregnenolone Steroids	581	LC/MS Neg	NA	NA
compid_582	Lipid	Pregnenolone Steroids	582	LC/MS Neg	NA	HMDB582
compid_583	Lipid	Fatty Acid, Branched	583	LC/MS Neg	NA	HMDB583
compid_584	Amino Acid	Urea cycle; Arginine and Proline Metabolism	584	LC/MS Pos Early	NA	HMDB584
compid_585	Amino Acid	Urea cycle; Arginine and Proline Metabolism	585	LC/MS Pos Early	C00148	HMDB585
compid_586	Peptide	Dipeptide	586	LC/MS Pos Early	NA	HMDB586
compid_587	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	587	LC/MS Pos Early	C03017	HMDB587
compid_588	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	588	LC/MS Neg	NA	HMDB588
compid_589	Nucleotide	Pyrimidine Metabolism, Uracil containing	589	LC/MS Neg	C02067	HMDB589
compid_590	Cofactors and Vitamins	Vitamin B6 Metabolism	590	LC/MS Neg	C00847	HMDB590
compid_591	Amino Acid	Glutamate Metabolism	591	LC/MS Pos Early	NA	NA
compid_592	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	592	LC/MS Polar	C00022	HMDB592
compid_593	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	593	LC/MS Pos Early	C03722	HMDB593
compid_594	Cofactors and Vitamins	Vitamin A Metabolism	594	LC/MS Pos Late	C00473	HMDB594
compid_595	Carbohydrate	Pentose Metabolism	595	LC/MS Polar	C00474	HMDB595
compid_596	Cofactors and Vitamins	Riboflavin Metabolism	596	LC/MS Neg	C00255	HMDB596
compid_597	Carbohydrate	Pentose Metabolism	597	LC/MS Polar	C01685	HMDB597
compid_598	Carbohydrate	Pentose Metabolism	598	LC/MS Polar	NA	NA
compid_599	Amino Acid	Glutamate Metabolism	599	LC/MS Pos Early	C04322	HMDB599
compid_600	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	600	LC/MS Neg	C00021	HMDB600
