samids	met1	met2	met3	met4	met5	met6	met7	met8	met9	met10	met11	met12	met13	met14	met15	met16	met17	met18	met19	met20	met21	met22	met23	met24	met25	met26	met27	met28	met29	met30	met31	met32	met33	met34	met35	met36	met37	met38	met39	met40	met41	met42	met43	met44	met45	met46	met47	met48	met49	met50	met51	met52	met53	met54	met55	met56	met57	met58	met59	met60	met61	met62	met63	met64	met65	met66	met67	met68	met69	met70	met71	met72	met73	met74	met75	met76	met77	met78	met79	met80	met81	met82	met83	met84	met85	met86	met87	met88	met89	met90	met91	met92	met93	met94	met95	met96	met97	met98	met99	met100
ind23	NA	8.294494615	7.24983823	6.568338956	10.7571176	8.359756933	11.84189634	7.466766553	10.16713316	8.414172257	9.909612387	10.37001157	10.28856206	11.56856897	9.852880319	7.868506805	10.54122011	10.84890704	11.40461423	7.349945066	8.747757201	10.55498076	10.08691409	13.09621096	13.26883581	8.879634816	11.10227556	5.275664329	7.466703873	9.729343324	10.829294	12.22189308	12.47511323	9.748247795	7.697573328	9.769880798	10.63043281	6.687834087	9.99544932	12.95419779	8.566847605	8.462909303	8.110532879	11.91404043	9.933354001	10.67929678	8.638961597	8.839113049	10.25679091	6.685681913	12.68704223	12.03650209	11.50314608	9.13100201	11.90177403	12.99663955	10.84667221	9.090456887	10.12076793	12.15020717	11.06027223	9.61817886	11.07749411	11.94069191	13.79563033	10.86233631	12.58213247	11.74141235	9.171865778	10.65414311	15.26445084	10.34026829	10.47227627	11.93621214	11.0674394	9.903997634	10.46580005	12.39208029	11.74118081	13.28383071	9.808781404	7.857669366	9.099230932	8.359715551	9.662426242	6.114174473	8.958529213	7.86547502	12.29048519	9.841509189	11.8647307	11.70668179	8.007417514	9.352164018	13.14231559	11.1302528	10.23788446	11.2058371	11.34622619	7.7664337
ind24	NA	8.248855828	9.728098558	13.21472776	9.908618687	9.931378434	9.680850824	10.88399931	7.621559255	9.988479982	8.644150662	11.44467869	8.951600524	12.70820511	9.419855263	12.02373689	11.49321403	10.17357898	10.2843303	14.19706263	10.21098896	8.656857208	9.839181817	9.885007157	10.42575221	11.62064281	10.61309586	8.937767838	10.23259343	11.1914454	6.43656844	10.55798591	8.151727333	11.66744264	9.238302052	10.31260522	10.79662417	6.739382217	11.70159118	8.812772875	12.23705854	9.981805528	9.406564839	10.8647914	8.081945669	9.754866323	6.216351462	9.700080113	9.881193281	10.75481558	9.923480268	8.996474099	10.92890048	3.430980345	11.48919167	6.13809584	11.77599536	9.150198103	10.00388215	10.87872382	6.648248128	9.911424061	6.517007827	12.95253452	7.107451546	9.296546459	10.63567891	10.65359619	10.34664966	9.695355709	9.72381995	8.956231157	7.460990892	8.150694256	9.436358832	9.994660999	8.877112887	9.872859444	8.562894106	10.66527397	8.336704141	3.469243458	14.30949327	10.46059331	13.75948233	15.12192258	9.822523675	10.74492221	9.439325003	11.19409219	7.28990587	9.158561983	10.15807327	6.26189765	11.67406672	9.30750478	11.63593007	9.608863482	9.928086636	11.66252399
ind25	NA	8.354632076	7.968264245	7.266117157	9.819923928	8.266235436	11.50601942	12.00198407	14.76830252	13.50807728	10.96533823	7.878791687	8.910315846	10.9364344	9.960291354	11.17382154	12.94293623	9.576743868	11.90645429	11.11144096	10.73572377	7.295862772	5.916647447	8.232327908	10.26706301	5.710625974	10.48017433	12.2056954	12.51186132	11.68895545	7.390604132	9.347940621	8.284290295	10.31890334	12.4902049	11.12429784	11.41459079	9.728261821	11.48096552	10.06364749	10.1916115	9.227229051	12.39589713	13.99417792	12.56009368	16.36556644	10.45259675	8.850038729	10.2245995	10.43503895	9.834860005	11.44905478	11.42546727	11.27281379	9.511666708	14.12414349	11.4442226	10.62246904	8.06402432	13.32724176	8.623810953	10.39480677	10.42462203	11.58186978	8.639660726	9.828691797	12.55196555	7.426206224	9.389122212	12.09854215	8.248338466	8.265164401	11.40372161	9.187907756	11.28591258	11.12233324	8.642283938	10.78169937	13.13734508	11.18024736	11.30443765	11.45375123	8.214547893	5.835304724	12.40546046	11.15204256	11.82004365	13.26421068	10.04492849	11.2984353	7.435374493	10.34980397	12.21153265	9.020854209	7.765904604	10.88647532	12.23665096	8.433557174	10.83551101	10.7211749
ind26	NA	8.463966848	NA	12.99693536	12.28432291	10.58078985	9.358218644	6.656406113	9.614170534	9.331840961	11.19479649	8.090825752	10.02652905	9.613095313	13.11462809	14.75567126	11.64266689	9.054435034	12.66776146	9.54574931	10.52529178	12.24546461	8.116064024	9.185621692	11.8413779	8.748719902	11.60738511	12.66785975	11.79351484	11.45440048	12.34102936	11.9458606	10.36117292	8.942677521	11.58687422	12.28976364	9.190883046	8.762040165	13.2742384	10.96158659	10.37911643	9.397496699	10.60370124	8.848055729	12.48396307	8.841024678	8.297676241	7.315411583	10.53883905	11.49091001	8.798445893	10.32195171	11.2798545	12.44617155	10.35060056	12.27344503	11.72720442	6.328340033	9.791146189	11.51946287	9.764810972	11.19234346	9.81555397	7.579024458	11.00223351	12.60465801	10.52027333	10.64907307	8.778621403	9.379816783	11.19768523	10.35940417	8.627739664	11.6016296	12.44791271	7.472657263	10.03076359	6.032316816	8.100822886	11.3534239	8.595934919	13.04080358	9.007546873	10.34347125	10.6512695	9.348761375	6.398683837	10.69080235	12.27037438	11.05962651	7.965569591	12.93435257	10.85989921	8.053686009	9.536821027	10.35598227	8.357839523	8.875685876	9.177378775	10.02549788
ind27	NA	5.290855763	4.764119846	9.941526838	10.22136172	5.445226716	7.652177875	11.470338	9.090069956	5.761568925	8.234895794	7.947114162	11.35223181	13.30188151	8.514952509	11.18553587	8.616802651	8.137579286	10.67158949	12.02371268	8.475027289	11.22944526	13.77603043	11.54683135	8.599430597	13.42230911	9.30995525	11.01572555	10.13632633	9.734494919	8.743994947	11.96021081	8.338327851	4.868535301	11.27212214	7.272362678	8.954478931	11.91180429	5.272232782	10.65433465	10.8611184	7.66017945	9.406697208	8.435653834	7.853712202	4.336529437	10.25527716	12.97672237	7.973931753	8.21002949	12.01533787	7.448272696	11.59688897	9.928207301	13.34510067	9.228760089	11.77393947	13.27678008	8.786140773	10.4860155	9.922851717	12.00055671	8.483994384	11.71994623	9.6994566	10.64065979	11.00616604	9.192800874	7.037687081	10.01754983	11.36646443	13.82001234	8.765093768	7.281735462	9.731973993	10.42318766	11.03443886	9.034203682	8.974972576	9.62981926	10.52454951	10.82695695	11.06243264	10.67294708	11.09932807	10.98672802	8.510177002	9.627357948	5.830779719	10.83043306	12.58723484	11.29416095	9.450454536	12.96300449	11.18530663	9.033935466	12.24260231	4.850067423	10.01098043	12.06939253
ind28	NA	10.1916957	8.914866383	11.55213949	6.95264148	10.25275276	9.943574942	8.082905205	11.54697558	8.791362291	9.074509425	11.96547447	10.13845163	10.50150605	7.832421939	10.7008616	10.25350973	7.274496156	9.039009821	11.30808783	9.788625993	6.676575765	7.71813162	11.10643543	8.822892723	7.150640221	7.381272414	9.227112337	9.13320082	8.393046898	6.620021149	9.325976005	7.664155899	11.03599145	10.94275446	9.791269627	8.759576119	11.63564023	7.258666437	7.914816485	12.0891803	9.084316427	8.694062174	9.202053743	9.443932765	10.66840554	10.18630375	9.717525436	7.611130304	9.042361613	11.74548343	8.494571268	10.62349261	10.66812734	7.776428212	12.11250107	9.057537267	11.70859384	9.329005105	8.407001595	10.13064714	7.369130035	10.18300488	9.236082795	11.64957886	6.232792586	10.67973931	9.387911751	9.948160787	8.509448514	10.2157134	9.367634199	11.980575	6.79304932	7.875851693	5.846551352	10.57070052	9.685950056	12.41743226	11.84677567	11.13417794	9.719136306	12.48706071	8.312616829	12.48848371	7.469847555	13.39784916	9.135006081	10.27502109	6.789989163	9.334105308	10.09813146	6.557667336	10.76504695	11.01487094	10.87678476	9.484627736	6.805986892	10.67465889	10.41362579
ind29	10.74178139	12.5984849	8.189469037	15.07927674	8.748169439	8.354418511	11.90067253	6.898328698	11.11472211	9.553604291	10.92117808	10.82134853	8.460074633	11.21607323	6.26531076	11.50341922	11.62335276	11.14677572	12.5751897	7.515881478	10.63977872	8.255929861	10.36228337	11.67375934	9.77785202	10.20716964	9.620636173	11.76590226	8.024446103	10.63406115	9.40300388	10.19797689	11.94357452	10.23422216	10.91696552	8.007024402	5.814378783	8.027148207	10.87107958	11.89437585	12.38403849	13.36524823	9.745411982	6.649915825	9.798852106	10.86385747	8.135551411	11.6502292	9.843261932	9.957951195	5.764205848	13.88166675	10.62766288	9.137308623	10.56989743	9.209962211	10.3071342	11.42220173	8.647112893	11.62025828	11.10351442	7.907081543	11.6407751	8.642653157	9.334413411	11.56072001	9.676938573	4.969285413	6.560048941	11.2879193	11.50238719	12.41696432	7.878267472	8.922070581	6.424730956	10.55786192	7.62405378	12.35565112	8.962156433	11.05499569	8.920854117	12.80376567	11.05239062	10.06669617	8.161112986	9.565345501	10.70097299	9.748843739	8.362684446	9.610968525	10.70394998	6.301192129	8.686018224	11.61691073	9.053873093	13.91027979	6.775536784	12.4174459	9.498535087	9.438866953
ind30	12.19691863	9.535226073	12.13791281	7.16603041	12.36881356	11.22817532	10.53662814	9.052869649	12.2766082	10.26037829	8.495258822	6.820093673	11.41913246	10.40469241	8.645523481	12.0192712	12.18405597	10.54259241	13.38572548	12.65144848	10.32774574	11.35850306	7.813484963	8.059667944	9.321888532	8.329120554	9.942130901	8.298904261	5.757638134	13.1051576	9.570058611	10.5808314	9.605478937	8.433695054	11.81512978	8.387412812	8.146049604	10.02188976	10.01487435	11.38333392	9.658656726	13.97270942	10.4255172	9.857733791	8.520692974	10.78949977	11.90703865	8.167734307	11.30403542	12.49554992	9.032871726	9.461914868	11.88467772	14.01102379	9.111051936	9.884080091	12.87124304	10.11232267	15.2314429	13.49472995	12.16712018	8.144210916	12.897903	9.487548124	5.548730217	11.61845427	11.33954048	7.777135672	12.30696554	9.871423439	11.40041948	10.41462019	12.07929912	8.352860274	11.5968272	14.22192418	10.64225086	9.282369971	10.96356889	12.61053663	11.9640554	15.4205618	11.35787278	10.36482473	11.64469267	9.616776539	13.0915887	12.58843783	8.413847835	12.21141462	10.32724456	10.4241589	12.95116835	10.70149331	10.10450615	11.17492773	9.494169233	9.72893496	9.040769956	11.13254989
ind31	7.353453779	NA	10.73289614	11.24609083	4.343252282	9.518836464	9.440301893	10.74968454	12.8578645	9.191044135	11.42027279	7.754953567	9.753818719	7.679038696	8.739899195	9.986566303	9.394428423	9.256571457	6.796730394	5.968716722	10.47165106	9.144369431	11.30788332	8.824060779	9.695808412	8.107019574	13.32547954	12.32918774	12.48552138	8.846563674	12.35217901	6.857062018	9.270346743	11.0365215	10.81677722	8.552265472	7.952007576	10.81016587	9.427591738	6.547501674	8.410803456	8.731005698	8.059591145	9.50319193	9.687616577	11.18544163	12.92346716	6.888455484	10.53227549	8.933305407	11.56925532	5.361340981	12.36051945	11.2535314	10.8966924	8.803866631	10.86348499	12.16545359	10.01526243	9.378983779	10.33242356	9.684925656	10.51629464	6.90635942	12.07871624	8.829598288	9.189564681	12.33219604	8.524327058	10.24951745	11.55187793	11.66380445	11.3085981	12.04959709	12.42588286	13.52809559	8.896750279	10.63270209	11.27469041	11.09961995	10.9851583	12.16376976	9.760786458	9.671391857	9.277229115	7.980767529	8.785644308	9.738045511	12.03108328	10.39710123	13.00117577	12.41771058	9.530762454	12.23657407	10.14011849	12.01430536	10.21507073	11.62214486	9.160324136	5.711162489
ind32	13.48488319	10.18064674	NA	9.296217047	8.007989519	12.08502102	12.00484824	9.791691877	10.81962129	10.91681767	11.07245085	10.24960504	10.02099566	7.400146126	10.73596553	7.537821838	10.1988555	10.58644994	9.850526608	10.0074418	8.707208803	10.7549343	8.923920827	9.302317915	11.19382226	9.37418279	9.841311466	9.088407164	12.03780215	11.00007716	8.466047842	12.05518065	9.535885756	9.571257157	9.935725254	11.12499116	10.7066834	11.09277857	9.927075045	8.917033244	8.214428571	10.02919009	10.38323729	7.280448159	11.25763214	6.415164859	8.825363405	8.221962535	10.76183479	11.1153235	9.271937884	8.211540423	9.852391023	11.36245218	6.673564614	12.01860408	6.454400435	9.179289704	10.02865298	9.804000914	12.86200219	7.086587982	7.553773782	6.966268369	12.24433526	8.39978847	12.74099623	10.71917922	8.727363894	8.851100697	8.66320111	11.10192294	9.321449113	9.86638481	10.1591403	8.851943438	10.93552906	10.72138548	8.27522265	9.955364748	6.657884267	11.92377068	10.69520154	9.847519351	8.188288668	6.289344242	8.328441833	9.352845535	10.97546311	4.490864795	9.786219658	9.609946803	6.917412437	9.449015104	9.606357789	9.410861531	9.531638267	11.65505668	10.09167301	9.442856418
ind33	7.466086811	8.557558199	11.92372991	8.362712442	10.30292302	10.60330136	10.74909587	13.42389487	12.46685355	11.01303124	11.26677482	9.182786662	8.554917734	9.546353262	12.51722265	8.778393074	10.04112467	11.01682081	10.61351221	12.32817739	8.95412537	10.08448608	11.78039658	9.90549005	7.719580296	9.016637381	5.446162769	11.51808815	11.17805197	8.255974302	9.882174311	11.94003386	7.963275973	10.54325949	10.31552439	13.74271389	7.929482862	9.608351188	9.630981763	9.295931847	11.42711727	9.736956785	7.640094166	10.26798253	9.862540003	9.012076247	11.50334701	8.985861463	7.503190554	11.26480832	11.45712425	11.18183821	8.136403486	12.30637771	9.436304775	9.54592274	6.966007241	9.151583362	8.566895915	8.369579848	12.28716472	8.874066524	10.80515521	10.67686522	9.001745922	9.250612119	7.342874997	8.705169021	9.580464812	10.35480301	9.826535574	12.69182946	10.38311428	10.45390043	7.973373686	8.478639448	7.43763395	10.0006264	7.835796952	9.810863072	13.66172316	9.857329104	11.11081397	7.585052797	8.041301428	12.72281402	9.080213065	5.617555498	7.794970486	10.25397827	11.13084023	9.089610641	7.928616941	12.04938508	5.920064841	11.17385905	10.88174964	4.595012831	9.518546847	8.183930287
ind34	12.16476053	9.228135624	NA	8.806891469	12.04797009	10.37679152	9.30819317	12.85267021	11.26854118	10.74234108	8.597998696	10.10867366	8.060266842	14.26839626	12.74891201	9.85552874	10.23239574	11.22630296	11.17765307	11.70067236	8.460462176	12.42785758	7.937798967	10.55987072	10.54033793	11.78034811	12.40999206	9.059838649	8.618864232	9.280791515	11.60292184	11.92384232	10.10577961	11.45226406	10.33875353	13.04746615	12.05531525	9.500493528	10.01957714	10.48263903	8.724641735	12.32240067	10.52101855	13.43130532	8.429603979	10.48794759	10.71484268	9.788116256	10.29411856	10.00252445	11.03150413	12.38632787	7.385568436	11.12057569	7.825429356	12.18401584	9.660021048	10.54457615	11.84779712	9.697672876	9.919930505	11.47937239	10.9974414	9.000937931	6.186585009	9.670128385	12.13142186	10.77405414	11.35212372	10.19281959	10.36470577	12.2424492	11.99305169	8.726210133	11.46633202	12.5758002	9.105275749	10.18767676	11.07381692	7.447775052	9.04890971	10.3846047	10.92561027	10.34420993	12.17268551	9.568772983	7.681927753	9.508340947	8.449992583	11.41930542	12.90606609	10.02234089	9.087170269	12.24931752	10.25824041	8.98476162	8.865659499	7.552782608	12.3556697	10.44931922
ind35	11.55990024	10.68709885	7.76053708	9.120761395	10.51400495	8.0398818	10.00926367	9.147811281	6.531393112	11.52313834	10.76819863	14.67217112	9.938867009	10.60058837	13.29015871	12.26838945	14.1981664	9.309915877	13.52975643	7.537453968	6.769293174	7.003461226	10.86630669	10.0327747	12.84998137	5.432980193	12.10977684	13.6166224	12.53664556	12.17654596	10.99247787	11.42267819	12.31384518	12.82535812	8.01867941	13.5806096	6.950730142	9.671209125	12.43248784	6.370567353	11.22265574	12.42651845	9.298010883	11.64439351	10.18805301	12.91260076	9.972190772	11.14403959	12.83159064	10.54966778	10.88053024	6.864114097	7.383152684	10.83703603	8.184103528	9.794050696	7.722671705	8.321633792	6.261275732	8.987955408	7.688629867	9.979061107	8.52755065	7.347703564	11.48708398	7.280122488	9.372430077	11.58532211	10.00537818	11.63481665	7.852541373	8.411281071	8.01845524	11.50686369	9.020933483	8.60909241	8.86917547	12.64198167	12.43088626	7.250129134	9.403843282	11.32845179	12.91024657	14.2442376	8.84964826	12.46655934	14.25632057	7.482777314	7.652157148	2.99903232	10.13897951	7.478538016	10.55500808	7.862981256	10.51300562	13.44334784	16.60418003	10.82196043	10.11815612	9.802926154
ind36	10.3278209	13.02557957	9.107520227	10.69972912	10.81614106	9.420320704	10.40221665	11.86176519	9.532364909	8.01218335	11.6527898	10.79251235	10.90771477	10.29881898	9.905482462	9.33372791	14.76970857	8.683673071	8.088445289	5.557417966	7.310562801	9.479819712	10.90666871	9.000088152	9.353141332	11.77657357	11.57853376	11.98271333	10.20261762	11.85244909	12.59852499	9.000733014	11.48300693	10.95297186	9.571472995	11.64277108	9.585171271	11.35928334	11.18477288	7.040322623	10.96071368	11.88185658	10.20519762	12.03830888	10.99686583	12.34460006	14.02709908	8.225393881	8.908766972	8.158676601	14.68400993	9.38751875	12.1346853	10.8169211	8.503055268	10.89560891	13.81389257	6.315091146	11.13094907	12.95164921	10.83021547	10.54270782	12.61814039	8.695640875	11.26696509	8.445941854	9.90852808	12.09536483	11.43196855	10.88742479	8.939514356	8.412126742	10.80946366	11.07558345	10.52814231	14.51952651	8.177973985	11.37378875	12.9775414	12.78170953	8.347317964	10.66356953	10.68302567	11.28600056	11.16610526	11.77932373	10.58341989	11.67742728	8.959869271	11.6345202	7.264160302	10.81948789	11.28666157	8.075116213	11.17210339	11.10138793	8.84070412	11.7222693	11.66315189	10.50893118
ind37	10.11637077	6.904312631	13.24989029	6.705119522	6.753273201	13.25331139	10.0267078	11.193052	10.96809238	12.68540335	10.31599347	13.34883382	10.88423505	4.240561987	9.327391033	10.24489714	8.61013961	8.78373044	7.980733364	12.19050011	7.100621234	7.878575649	4.477736055	6.274069466	8.970379104	5.891446761	10.18781913	6.981307004	7.866255511	9.63997815	8.969954109	10.34326304	10.90100302	10.86449679	7.334500179	7.363326211	7.946122348	9.44997213	7.838524613	9.146695729	8.566553043	6.774371334	8.082760405	11.63734245	11.2168788	7.537617042	12.11657314	8.094281562	6.112884469	8.857370178	5.682826305	5.819697929	9.133630969	9.516699842	10.38354043	9.471623209	8.720391808	10.91764362	8.825454388	8.356305202	8.058862188	10.75843536	8.272036407	8.191663422	12.36513094	7.204554732	12.69575525	12.5574906	9.259994975	10.85840525	11.32631932	10.6516665	6.843572119	10.88764242	10.12462169	10.44619859	10.80190023	10.96701743	10.67141142	8.832095918	9.882670798	11.95566328	12.38318475	11.68513448	3.865801818	10.56211167	8.919862613	8.397893023	9.17633101	8.382833325	11.01325293	10.59423384	11.61326365	9.230327977	11.09149476	8.908286435	8.717810187	10.00836509	12.57169512	4.335413731
ind38	9.104587298	NA	12.32050737	11.60665593	8.467957471	13.54251586	9.841894649	9.454239958	8.515460578	9.380775989	10.1777627	11.02662051	9.212219267	8.26901507	13.09458097	14.46035015	12.87437469	8.001812422	10.20719766	13.36289356	7.197760356	8.919195106	10.19624425	11.50908234	10.746266	12.74666876	9.579680628	10.37865559	13.04384002	12.75439879	8.396579109	8.904778022	12.65950002	11.38269102	7.838569666	10.3651227	10.76747865	9.497484822	9.202051398	8.13993875	11.71175712	8.466443377	3.254382185	8.370852275	9.627392746	10.38585451	8.636766336	8.101954237	11.42846998	7.937208126	9.91366085	9.428606138	13.68558776	9.179607674	11.38600451	9.448884957	6.43880481	11.38864114	5.098029058	7.607648506	9.88445654	10.21891419	7.379309759	10.50103463	9.936479565	7.10212528	9.362578885	9.260567785	9.35779013	10.35409383	6.029969282	7.456726156	7.587976381	9.352403038	8.811354961	6.923543781	7.483338218	7.39289778	10.27694818	10.6938092	8.802010111	9.820780117	11.487093	12.14642354	7.573412028	11.13876109	9.823071185	7.616373424	7.12580897	8.748896256	6.487061773	8.690727323	9.320143364	8.51105664	10.6192105	10.33337337	8.264415813	9.311933078	9.105212441	9.002951009
ind39	3.828781437	NA	12.57940547	9.074742263	7.492518847	12.08195548	9.860523545	7.482144933	12.26170666	10.23137025	9.845800605	12.49346213	13.63767915	7.019085159	10.43239719	10.6549208	7.50330397	10.08153454	8.307366928	13.17633075	14.57038127	6.159220513	8.703850536	8.772214792	9.764111558	8.040664357	9.588029709	11.92310399	9.816737591	11.04726844	12.04564865	5.915044478	11.48189965	10.74813527	9.564306038	9.453886649	10.78914599	10.94588219	12.97238487	11.64268402	6.222015804	13.19303269	12.73993378	10.09830113	9.028972517	7.996984186	10.0965729	11.11074733	8.582427312	12.37810305	7.271631963	9.716374673	9.571815876	9.041922287	12.86878988	5.432989418	10.56298355	6.747370305	11.47042131	11.17873608	7.094026021	10.24631541	8.70801399	7.875177564	10.48440753	8.004228702	14.79040004	9.737479964	8.970316241	5.044885942	12.12412223	10.77446753	7.819246584	9.42983715	5.612931204	7.22024301	11.56869277	7.335745527	10.15176676	10.09663744	11.05181165	12.74495442	12.86044472	8.324244829	12.07507691	9.139351868	5.201858297	9.858055844	9.240691529	8.78451471	13.30976777	6.604880016	10.85772468	11.81506041	11.36118621	7.364136893	8.557856876	6.597045868	12.21386536	10.25388959
ind40	6.523017396	NA	11.49595056	8.983944619	9.632314981	10.85223641	9.618771604	10.06910031	11.69362321	9.027613989	9.312671193	8.490190687	7.514601007	11.37194148	8.56591667	11.21057029	7.723139363	8.845443766	8.687246746	9.367535555	10.88448372	9.508485294	16.0960746	15.24440199	8.43926521	12.99949415	8.614020845	12.6566682	14.731935	9.800474042	6.424042199	9.793192118	8.249411281	9.49356871	11.26947065	9.802925962	8.647106204	11.4932954	9.716429956	9.540553038	8.229566824	9.461964776	7.696122041	6.26730892	9.696032932	11.13415143	10.42367575	12.44979026	12.54763678	9.27915853	8.79939559	10.2646035	9.026459951	8.150385036	9.488867828	7.762393617	9.974316309	11.15176504	7.587026484	6.906148319	9.837081439	11.51620073	7.232148101	9.029814942	8.640179925	8.798173697	9.0498807	8.880666481	9.679091749	7.474979966	8.454768978	9.72843741	8.491710907	12.14944897	7.502841181	10.98950365	7.500868663	7.312357846	7.808281271	11.59639791	9.177313284	11.21854259	11.72939835	13.52308694	8.605203137	5.877509976	7.499972216	6.331409688	8.166553032	5.238187294	12.58673142	7.391440425	7.857237281	7.700952563	7.353485573	12.46857511	6.166748825	13.2344028	10.56834472	8.313042132
ind41	11.72181452	11.13432368	7.31807348	14.57558348	9.792311497	9.715745763	6.265834236	12.20267611	7.087557593	9.936112864	8.824354052	10.63445439	7.918329053	10.95933362	9.820592124	11.36150067	10.27395612	10.09042514	14.86261595	12.24841156	8.623949882	12.48584533	9.368987121	10.0193655	10.58212916	13.59653505	9.141302945	7.710258552	10.99263507	8.176649538	9.646268828	10.24314254	11.84208726	5.015957634	8.375871128	12.25322019	9.489147365	11.3260831	9.799430705	11.02184639	9.96876268	10.38468122	12.18518282	8.255710208	8.958792827	9.187850555	10.75551651	13.58063505	9.59621381	10.84347504	10.84967213	5.405074554	11.34243681	10.52007795	5.880032005	7.254643897	7.071740392	8.263820244	6.330131666	10.56691064	11.3399502	9.629414798	8.619999239	10.2015104	10.9740682	7.269257274	8.067764922	7.573556061	9.249328859	9.096578963	4.323896982	7.647224308	8.848794899	9.22132537	4.911224335	7.577356995	7.418309953	10.75441863	6.639183145	12.10379442	12.46720838	10.01245569	10.47554262	13.37661512	8.672357789	9.114867769	11.28290682	8.370822155	9.845514307	7.188436257	9.338300106	5.8266019	8.580104586	5.259881606	6.623136695	12.69325911	11.15838475	6.911645579	11.17565083	5.990039847
ind42	7.85155981	11.55444313	11.44419661	11.57809693	9.444941902	10.58225299	11.57747618	10.85546219	9.583784782	12.03857525	10.69053619	8.778205071	11.88918723	11.44424619	10.89349195	8.444747673	9.621659782	11.26195038	8.756726646	10.46217885	5.16041047	8.776798706	12.03182721	10.1981875	10.04912572	11.42584075	9.732935175	9.344278549	6.857988302	9.460075974	7.98294615	6.694444082	10.76365527	8.922312034	9.906014174	9.635862058	7.258516865	6.152256718	10.04231408	7.470045394	11.2382194	12.58814663	10.19506783	7.589971211	10.05900245	7.668228581	7.776879691	7.376017033	7.563324263	8.606085948	8.480066016	6.515580494	7.367462107	10.43354337	12.62378704	12.22857307	11.81352865	9.428012216	10.40281432	11.35298393	8.814905751	8.372446955	7.508914054	10.43713216	10.19135996	9.762851506	9.081518833	10.34750165	8.418155765	12.49780582	13.09805954	8.946784423	11.23127041	10.23095449	9.44506524	7.228743911	8.581755172	8.723344499	9.941980018	8.598181967	9.306471729	8.663622749	5.635056923	10.14412989	8.777618113	9.775021908	11.48420699	12.82261648	10.07888776	9.938548348	9.454448619	10.2566079	12.16252615	9.836629943	8.134865845	12.4043345	13.88912242	11.22458799	8.844246995	8.271550899
ind43	10.79121835	11.58190465	14.41241348	11.66458086	9.861542183	13.26064584	7.119100205	12.81695807	9.201414134	3.454892712	10.13015874	9.950386707	8.268958726	8.567467195	8.231782765	7.917718768	8.987326045	12.43557528	7.886894255	9.491693522	10.84031928	12.11201805	13.06653314	9.163943624	9.479494922	9.109324785	11.91564495	6.853365805	9.504866225	8.08192527	12.57220135	10.08899822	9.474000383	8.897813203	7.89402905	7.84343005	13.03853982	10.99574756	8.020285839	9.90077147	13.36434999	6.639361441	10.40241577	5.1230639	8.400239977	7.566109007	11.35848177	5.693527247	8.723800948	10.20247726	8.159868882	7.788694771	4.362404782	12.58197785	11.74430313	10.90504247	12.35704941	12.67713693	10.26911982	10.73798922	7.634476845	14.84279627	8.998016306	9.079418024	8.121114118	8.19824343	12.96595285	9.784423194	12.42787686	8.619049468	12.06284995	12.50613544	8.951919016	7.066425095	9.239115869	9.20796045	7.693267184	9.028710311	12.46449677	6.625624063	9.518353613	13.38075852	8.943500506	7.439773267	12.21088089	10.5817417	11.0519094	9.580289176	8.951175768	8.694226379	12.2086852	10.25728016	9.477309314	13.93290094	9.672563469	11.91828718	8.015536952	12.69531839	11.64856563	9.547918682
ind44	4.823940018	NA	9.435603822	9.999364591	7.819084307	9.525459319	6.899150537	9.910436973	10.2400559	7.311045497	11.7953724	11.59153371	9.89260834	9.527076208	9.543906839	9.687639154	8.487130634	7.748060129	7.560238248	8.572891353	9.088938195	8.412927099	11.00152196	7.802663357	9.723458718	9.797808972	9.048033514	8.923044598	9.421310985	9.165986796	10.10312668	3.997299639	7.164543875	8.226750058	11.36602277	7.352851972	8.786784919	11.15424715	8.247520648	6.997610582	6.730668239	7.384534049	11.27184423	12.1822748	10.7104836	11.09077326	10.2359695	9.159528704	9.789983259	10.14231104	8.601283855	12.89121768	9.186299139	10.05522822	10.5581822	15.18966192	9.34691641	8.765056682	11.20356895	11.39758778	10.72733539	11.39577515	7.974512493	9.167405614	10.27943753	9.644871625	10.1473518	8.762944291	9.215268095	11.35019801	10.42144247	7.580256712	12.89035157	9.393713723	10.19750983	12.38951579	13.79203677	12.88547743	7.799485896	9.434836959	9.345423022	8.707458646	10.19728963	7.568600992	8.905427759	8.848009783	10.5950879	11.17123616	8.914373885	9.643349537	8.174364555	10.74599072	10.01883517	9.674973806	11.05962431	10.78913585	11.47415418	11.19544401	8.070706279	8.523859583
