SampleID	Index	OlinkID	UniProt	Assay	MissingFreq	Panel	Panel_Version	PlateID	QC_Warning	LOD	NPX	Normalization
Sample_00056	456	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.78	Intensity Normalized (v.2)
Sample_00057	457	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.41	Intensity Normalized (v.2)
Sample_00058	458	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.37	Intensity Normalized (v.2)
Sample_00059	459	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.91	Intensity Normalized (v.2)
Sample_00060	460	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.23	Intensity Normalized (v.2)
Sample_00061	461	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.15	Intensity Normalized (v.2)
Sample_00062	462	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.64	Intensity Normalized (v.2)
Sample_00063	463	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.13	Intensity Normalized (v.2)
Sample_00064	464	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.75	Intensity Normalized (v.2)
Sample_00065	465	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.17	Intensity Normalized (v.2)
Sample_00066	466	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.72	Intensity Normalized (v.2)
Sample_00067	467	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.19	Intensity Normalized (v.2)
Sample_00068	468	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.26	Intensity Normalized (v.2)
Sample_00069	469	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.28	Intensity Normalized (v.2)
Sample_00070	470	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.88	Intensity Normalized (v.2)
Sample_00071	471	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.75	Intensity Normalized (v.2)
Sample_00072	472	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.91	Intensity Normalized (v.2)
Sample_00073	473	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.7	Intensity Normalized (v.2)
Sample_00074	474	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.69	Intensity Normalized (v.2)
Sample_00075	475	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.08	Intensity Normalized (v.2)
Sample_00076	476	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.98	Intensity Normalized (v.2)
Sample_00077	477	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.73	Intensity Normalized (v.2)
Sample_00078	478	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.84	Intensity Normalized (v.2)
Sample_00079	479	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.37	Intensity Normalized (v.2)
Sample_00080	480	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.18	Intensity Normalized (v.2)
Sample_00081	481	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.88	Intensity Normalized (v.2)
Sample_00082	482	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.13	Intensity Normalized (v.2)
Sample_00083	483	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.11	Intensity Normalized (v.2)
Sample_00084	484	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.97	Intensity Normalized (v.2)
Sample_00085	485	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.68	Intensity Normalized (v.2)
Sample_00086	486	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.74	Intensity Normalized (v.2)
Sample_00087	487	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.76	Intensity Normalized (v.2)
Sample_00088	488	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.22	Intensity Normalized (v.2)
Sample_00089	489	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.05	Intensity Normalized (v.2)
Sample_00090	490	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.81	Intensity Normalized (v.2)
CONTROL_0001	491	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.27	Intensity Normalized (v.2)
CONTROL_0002	492	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.56	Intensity Normalized (v.2)
CONTROL_0003	493	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.24	Intensity Normalized (v.2)
CONTROL_0004	494	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.44	Intensity Normalized (v.2)
CONTROL_0005	495	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.12	Intensity Normalized (v.2)
Empty well_01	496	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.66	Intensity Normalized (v.2)
Empty well_02	497	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.94	Intensity Normalized (v.2)
Empty well_03	498	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.9	Intensity Normalized (v.2)
Empty well_04	499	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.79	Intensity Normalized (v.2)
Empty well_05	500	OID00005	P82972	Protein_5	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.41	Intensity Normalized (v.2)
Sample_00001	501	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.86	Intensity Normalized (v.2)
Sample_00002	502	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.3	Intensity Normalized (v.2)
Sample_00003	503	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.54	Intensity Normalized (v.2)
Sample_00004	504	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.22	Intensity Normalized (v.2)
Sample_00005	505	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.89	Intensity Normalized (v.2)
Sample_00006	506	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.77	Intensity Normalized (v.2)
Sample_00007	507	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.27	Intensity Normalized (v.2)
Sample_00008	508	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.57	Intensity Normalized (v.2)
Sample_00009	509	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.97	Intensity Normalized (v.2)
Sample_00010	510	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.09	Intensity Normalized (v.2)
Sample_00011	511	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.03	Intensity Normalized (v.2)
Sample_00012	512	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.98	Intensity Normalized (v.2)
Sample_00013	513	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.58	Intensity Normalized (v.2)
Sample_00014	514	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.01	Intensity Normalized (v.2)
Sample_00015	515	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.15	Intensity Normalized (v.2)
Sample_00016	516	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.83	Intensity Normalized (v.2)
Sample_00017	517	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.79	Intensity Normalized (v.2)
Sample_00018	518	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.41	Intensity Normalized (v.2)
Sample_00019	519	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.01	Intensity Normalized (v.2)
Sample_00020	520	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.26	Intensity Normalized (v.2)
Sample_00021	521	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.47	Intensity Normalized (v.2)
Sample_00022	522	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.12	Intensity Normalized (v.2)
Sample_00023	523	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.3	Intensity Normalized (v.2)
Sample_00024	524	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.57	Intensity Normalized (v.2)
Sample_00025	525	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.67	Intensity Normalized (v.2)
Sample_00026	526	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.83	Intensity Normalized (v.2)
Sample_00027	527	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.15	Intensity Normalized (v.2)
Sample_00028	528	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.51	Intensity Normalized (v.2)
Sample_00029	529	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.22	Intensity Normalized (v.2)
Sample_00030	530	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.53	Intensity Normalized (v.2)
Sample_00031	531	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.43	Intensity Normalized (v.2)
Sample_00032	532	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.73	Intensity Normalized (v.2)
Sample_00033	533	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.37	Intensity Normalized (v.2)
Sample_00034	534	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.52	Intensity Normalized (v.2)
Sample_00035	535	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.05	Intensity Normalized (v.2)
Sample_00036	536	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.12	Intensity Normalized (v.2)
Sample_00037	537	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.94	Intensity Normalized (v.2)
Sample_00038	538	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.16	Intensity Normalized (v.2)
Sample_00039	539	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.05	Intensity Normalized (v.2)
Sample_00040	540	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.25	Intensity Normalized (v.2)
Sample_00041	541	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.3	Intensity Normalized (v.2)
Sample_00042	542	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.33	Intensity Normalized (v.2)
Sample_00043	543	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.75	Intensity Normalized (v.2)
Sample_00044	544	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.99	Intensity Normalized (v.2)
Sample_00045	545	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.73	Intensity Normalized (v.2)
Sample_00046	546	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.34	Intensity Normalized (v.2)
Sample_00047	547	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.45	Intensity Normalized (v.2)
Sample_00048	548	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.84	Intensity Normalized (v.2)
Sample_00049	549	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.8	Intensity Normalized (v.2)
Sample_00050	550	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.15	Intensity Normalized (v.2)
Sample_00051	551	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.91	Intensity Normalized (v.2)
Sample_00052	552	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.09	Intensity Normalized (v.2)
Sample_00053	553	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.31	Intensity Normalized (v.2)
Sample_00054	554	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.88	Intensity Normalized (v.2)
Sample_00055	555	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.78	Intensity Normalized (v.2)
Sample_00056	556	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.6	Intensity Normalized (v.2)
Sample_00057	557	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.57	Intensity Normalized (v.2)
Sample_00058	558	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.14	Intensity Normalized (v.2)
Sample_00059	559	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.63	Intensity Normalized (v.2)
Sample_00060	560	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.89	Intensity Normalized (v.2)
Sample_00061	561	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.93	Intensity Normalized (v.2)
Sample_00062	562	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.73	Intensity Normalized (v.2)
Sample_00063	563	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.95	Intensity Normalized (v.2)
Sample_00064	564	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.44	Intensity Normalized (v.2)
Sample_00065	565	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.78	Intensity Normalized (v.2)
Sample_00066	566	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.2	Intensity Normalized (v.2)
Sample_00067	567	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.29	Intensity Normalized (v.2)
Sample_00068	568	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.4	Intensity Normalized (v.2)
Sample_00069	569	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.78	Intensity Normalized (v.2)
Sample_00070	570	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.07	Intensity Normalized (v.2)
Sample_00071	571	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.18	Intensity Normalized (v.2)
Sample_00072	572	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.83	Intensity Normalized (v.2)
Sample_00073	573	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.72	Intensity Normalized (v.2)
Sample_00074	574	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.14	Intensity Normalized (v.2)
Sample_00075	575	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.18	Intensity Normalized (v.2)
Sample_00076	576	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.09	Intensity Normalized (v.2)
Sample_00077	577	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.07	Intensity Normalized (v.2)
Sample_00078	578	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.27	Intensity Normalized (v.2)
Sample_00079	579	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.26	Intensity Normalized (v.2)
Sample_00080	580	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.35	Intensity Normalized (v.2)
Sample_00081	581	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.29	Intensity Normalized (v.2)
Sample_00082	582	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.04	Intensity Normalized (v.2)
Sample_00083	583	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.37	Intensity Normalized (v.2)
Sample_00084	584	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.63	Intensity Normalized (v.2)
Sample_00085	585	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.79	Intensity Normalized (v.2)
Sample_00086	586	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.63	Intensity Normalized (v.2)
Sample_00087	587	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.21	Intensity Normalized (v.2)
Sample_00088	588	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.53	Intensity Normalized (v.2)
Sample_00089	589	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7	Intensity Normalized (v.2)
Sample_00090	590	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	6.84	Intensity Normalized (v.2)
CONTROL_0001	591	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.37	Intensity Normalized (v.2)
CONTROL_0002	592	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.38	Intensity Normalized (v.2)
CONTROL_0003	593	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	5.16	Intensity Normalized (v.2)
CONTROL_0004	594	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.26	Intensity Normalized (v.2)
CONTROL_0005	595	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.03	Intensity Normalized (v.2)
Empty well_01	596	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.99	Intensity Normalized (v.2)
Empty well_02	597	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.84	Intensity Normalized (v.2)
Empty well_03	598	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.93	Intensity Normalized (v.2)
Empty well_04	599	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.51	Intensity Normalized (v.2)
Empty well_05	600	OID00006	P22158	Protein_6	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.53	Intensity Normalized (v.2)
Sample_00001	601	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	5.39	Intensity Normalized (v.2)
Sample_00002	602	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.81	Intensity Normalized (v.2)
Sample_00003	603	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	9.46	Intensity Normalized (v.2)
Sample_00004	604	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	6.13	Intensity Normalized (v.2)
Sample_00005	605	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	8.97	Intensity Normalized (v.2)
Sample_00006	606	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	7.4	Intensity Normalized (v.2)
Sample_00007	607	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	7.97	Intensity Normalized (v.2)
Sample_00008	608	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Warning	2.14	8.95	Intensity Normalized (v.2)
Sample_00009	609	OID00007	P78271	Protein_7	1.47E-3	Olink Immuno-Oncology	v.3112	20211440-001_SP211650_IMO	Pass	2.14	9.76	Intensity Normalized (v.2)
